term,reading,meaning,pos,source_scope,source_type,difficulty,notes
agony,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
aide,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
ail,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
airborne,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
akin,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
ale,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
alien,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
align,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
allergic,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
alleviate,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
allocate,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
allot,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
alloy,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
allude,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
allure,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
almighty,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
aloft,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
alternate,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
amass,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
ambiguous,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
amend,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
amiable,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
ammunition,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
amplify,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
analogue,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
analogy,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
anecdote,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
anguish,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
animate,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
annex,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
anonymous,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
antagonism,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
antenna,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
antibiotic,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
antonym,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
ape,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
appal(l),,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
appease,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
appendix,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
appraise,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
apprentice,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
appropriate,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
apron,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
apt,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
arbitrate,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
arc,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
arch,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
archive,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
ardent,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
arena,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
aristocrat,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
armo(u)r,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
array,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
arrogant,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
artery,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
articulate,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
artifact,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
artillery,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
ascend,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
ascertain,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
ascribe,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
aspire,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
assassinate,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
assault,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
assert,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
assimilate,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
assorted,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
assortment,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
astray,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
asylum,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
atlas,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
atrocity,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
auction,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
audit,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
augment,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
autobiography,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
autonomous,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
auxiliary,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
avail,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
avenge,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
avert,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
baffle,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
bald,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
barge,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
barn,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
barometer,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
barracks,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
barren,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
bass,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
batter,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
bead,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
beak,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
beckon,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
beetle,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
benevolent,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
benign,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
beset,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
besiege,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
beware,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
bewilder,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
bibliography,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
bilateral,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
binoculars,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
bishop,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
bizarre,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
blackmail,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
blaze,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
bleach,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
bleak,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
blink,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
bloc,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
bluff,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
blunder,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
blunt,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
blush,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
bolster,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
botany,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
bouquet,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
bout,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
boycott,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
brace,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
breach,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
brew,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
brigade,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
brink,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
brisk,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
bronze,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
brood,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
bruise,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
Buddhism,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
buffalo,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
buffer,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
bureaucrat,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
burglar,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
bust,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
butt,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
buzz,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
calcium,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
cannon,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
canoe,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
canvas,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
cape,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
capsule,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
caption,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
captive,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
caravan,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
carbohydrate,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
cardinal,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
carton,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
carve,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
casino,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
casualty,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
catastrophe,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
cathedral,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
Catholic,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
cauliflower,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
cavity,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
celebrity,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
cemetery,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
censor,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
census,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
ceramic,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
certify,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
chamber,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
chancellor,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
chant,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
chapel,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
choir,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
chord,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
chronic,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
chronicle,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
chunk,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
civic,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
clamp,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
clan,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
clasp,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
cleanse,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
clearance,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
clearing,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
clench,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
clergy,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
cliché,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
cloak,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
clog,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
closet,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
cluster,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
clutch,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
coalition,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
cocaine,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
cockpit,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
cocktail,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
coconut,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
coexist,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
cognitive,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
coincide,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
collide,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
colonel,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
comet,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
comic,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
commemorate,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
commend,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
commonwealth,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
compartment,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
compassion,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
compile,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
complacent,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
complement,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
complexion,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
compliment,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
composite,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
compress,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
concede,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
conceit,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
conceive,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
concise,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
concurrent,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
condolence,,,,cet6,official_syllabus_2016,3,全国大学英语四、六级考试大纲（2016年修订版）词表；★标为六级词。
