term,reading,meaning,pos,source_scope,source_type,difficulty,notes
account,,,,gaokao-english,official_curriculum_2020,2,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
accurate,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
accuse,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
ache,,,,gaokao-english,official_curriculum_2020,2,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
achieve,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
achievement,,,,gaokao-english,official_curriculum_2020,2,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
acid,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
acknowledge,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
acquire,,,,gaokao-english,official_curriculum_2020,2,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
across,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
act,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
action,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
active,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
activity,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
actor,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
actress,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
actually,,,,gaokao-english,official_curriculum_2020,2,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
AD,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
adapt,,,,gaokao-english,official_curriculum_2020,2,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
adaptation,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
add,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
addict,,,,gaokao-english,official_curriculum_2020,2,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
addition,,,,gaokao-english,official_curriculum_2020,2,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
address,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
adjust,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
administration,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
admire,,,,gaokao-english,official_curriculum_2020,2,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
admit,,,,gaokao-english,official_curriculum_2020,2,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
adopt,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
adorable,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
adult,,,,gaokao-english,official_curriculum_2020,2,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
advance,,,,gaokao-english,official_curriculum_2020,2,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
advantage,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
adventure,,,,gaokao-english,official_curriculum_2020,2,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
advertise,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
advertisement (ad),,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
advice,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
advise,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
advocate,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
affair,,,,gaokao-english,official_curriculum_2020,2,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
affect,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
afford,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
afraid,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
Africa,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
African,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
after,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
afternoon,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
afterward,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
again,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
against,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
age,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
agency,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
agenda,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
ago,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
agree,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
agreement,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
agriculture,,,,gaokao-english,official_curriculum_2020,2,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
ahead,,,,gaokao-english,official_curriculum_2020,2,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
aid,,,,gaokao-english,official_curriculum_2020,2,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
aim,,,,gaokao-english,official_curriculum_2020,2,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
air,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
airline,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
airport,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
alarm,,,,gaokao-english,official_curriculum_2020,2,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
alcohol,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
alive,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
all,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
allow,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
almost,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
alone,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
along,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
alongside,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
aloud,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
already,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
also,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
alternative,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
although,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
altogether,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
always,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
a.m.,,,,gaokao-english,official_curriculum_2020,2,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
amateur,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
amazing,,,,gaokao-english,official_curriculum_2020,2,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
ambition,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
ambitious,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
ambulance,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
America,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
American,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
among,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
amount,,,,gaokao-english,official_curriculum_2020,2,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
amuse,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
analyse (analyze),,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
ancestor,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
ancient,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
and,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
anger,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
angle,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
angry,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
animal,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
ankle,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
announce,,,,gaokao-english,official_curriculum_2020,2,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
annoy,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
annual,,,,gaokao-english,official_curriculum_2020,2,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
another,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
answer,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
ant,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
anticipate,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
antique,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
anxiety,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
anxious,,,,gaokao-english,official_curriculum_2020,2,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
any,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
anybody,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
anyhow,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
anyone,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
anything,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
anyway,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
anywhere,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
apart,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
apartment,,,,gaokao-english,official_curriculum_2020,2,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
apologise (apologize),,,,gaokao-english,official_curriculum_2020,2,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
apparently,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
appeal,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
appear,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
appetite,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
applaud,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
apple,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
applicant,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
application,,,,gaokao-english,official_curriculum_2020,2,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
apply,,,,gaokao-english,official_curriculum_2020,2,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
appointment,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
appreciate,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
approach,,,,gaokao-english,official_curriculum_2020,2,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
appropriate,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
approve,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
April,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
arch,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
architect,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
area,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
argue,,,,gaokao-english,official_curriculum_2020,2,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
arise,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
arm,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
army,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
around,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
arrangement,,,,gaokao-english,official_curriculum_2020,2,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
arrest,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
arrive,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
arrow,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
art,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
article,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
artificial,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
artist,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
as,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
ashamed,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
Asia,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
Asian,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
aside,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
ask,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
asleep,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
aspect,,,,gaokao-english,official_curriculum_2020,2,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
assess,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
assign,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
assistant,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
association,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
assume,,,,gaokao-english,official_curriculum_2020,2,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
assumption,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
astonish,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
astronaut,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
astronomer,,,,gaokao-english,official_curriculum_2020,3,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
at,,,,gaokao-english,official_curriculum_2020,1,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
athlete,,,,gaokao-english,official_curriculum_2020,2,普通高中英语课程标准（2017年版2020年修订）附录2词汇表；*为必修新增，**为选择性必修新增。
